ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
930903.CSI,20250703,3431.0555,3412.5399,3433.8283,3410.646,3410.7995,20.256,0.5939,1044725601.75,1299354966.963
930903.CSI,20250704,3425.8472,3429.8561,3456.6276,3414.7272,3431.0555,-5.2083,-0.1518,1137543569.88,1421450946.1
930903.CSI,20250707,3423.6867,3420.9134,3426.9966,3416.4647,3425.8472,-2.1605,-0.0631,984929571.41,1196077808.2
930903.CSI,20250708,3459.9829,3423.7318,3461.3757,3423.7318,3423.6867,36.2962,1.0601,1123129433.28,1433103086.806
930903.CSI,20250709,3452.901,3460.821,3474.4577,3446.7723,3459.9829,-7.0819,-0.2047,1190019365.12,1485650263.316
930903.CSI,20250710,3465.3354,3451.5554,3479.6136,3447.6582,3452.901,12.4344,0.3601,1231861443.22,1475020117.058
930903.CSI,20250711,3478.662,3466.5712,3503.9716,3458.6491,3465.3354,13.3266,0.3846,1376170127.63,1698142500.963
930903.CSI,20250714,3483.5366,3481.9844,3490.8403,3479.7627,3478.662,4.8746,0.1401,1197988008.67,1452325216.469
930903.CSI,20250715,3476.1437,3482.947,3494.531,3449.5467,3483.5366,-7.3929,-0.2122,1276967819.94,1604567007.581
930903.CSI,20250716,3477.3053,3475.8235,3491.6872,3464.5086,3476.1437,1.1616,0.0334,1050827836.61,1422315787.245
930903.CSI,20250717,3509.4546,3475.8269,3509.4546,3475.2264,3477.3053,32.1493,0.9245,1078686760.68,1525880003.882
930903.CSI,20250718,3522.8588,3514.1678,3524.3737,3508.3784,3509.4546,13.4042,0.3819,1110179385.35,1557198402.421
930903.CSI,20250721,3554.7519,3530.4908,3555.237,3529.02,3522.8588,31.8931,0.9053,1340740402.09,1689398857.341
930903.CSI,20250722,3576.4445,3556.3163,3577.0409,3542.6897,3554.7519,21.6926,0.6102,1478613537.18,1887984250.327
930903.CSI,20250723,3566.0769,3580.3047,3597.5714,3561.1787,3576.4445,-10.3676,-0.2899,1516318307.87,1857234932.83
930903.CSI,20250724,3604.487,3564.1657,3604.487,3564.1657,3566.0769,38.4101,1.0771,1491578105.88,1836217167.164
930903.CSI,20250725,3598.9113,3604.715,3608.435,3588.5374,3604.487,-5.5757,-0.1547,1400274572.77,1781579370.938
930903.CSI,20250728,3611.2048,3601.0293,3613.6516,3587.4551,3598.9113,12.2935,0.3416,1256968090.13,1734793086.153
930903.CSI,20250729,3627.3694,3607.5098,3627.8917,3590.1129,3611.2048,16.1646,0.4476,1279677698.72,1798406097.33
930903.CSI,20250730,3612.8161,3622.0112,3639.3405,3587.7688,3627.3694,-14.5533,-0.4012,1333045399.18,1836702850.84
930903.CSI,20250731,3562.8534,3604.0785,3610.6739,3551.9236,3612.8161,-49.9627,-1.3829,1375278548.21,1926044535.682
930903.CSI,20250801,3557.6301,3560.1771,3576.1505,3540.5474,3562.8534,-5.2233,-0.1466,1118699854.26,1590445564.704
930903.CSI,20250804,3583.9617,3541.6583,3583.9617,3540.5488,3557.6301,26.3316,0.7401,1029921016.82,1488694432.575
930903.CSI,20250805,3611.5269,3591.8004,3611.5269,3589.7898,3583.9617,27.5652,0.7691,1117859376.07,1582445048.172
930903.CSI,20250806,3633.7406,3608.9251,3633.8772,3607.2073,3611.5269,22.2137,0.6151,1188596738.46,1722023513.765
930903.CSI,20250807,3633.2548,3636.6867,3642.515,3614.1307,3633.7406,-0.4858,-0.0134,1223816592.21,1813554594.48
930903.CSI,20250808,3624.7779,3626.4624,3637.0572,3615.9956,3633.2548,-8.4769,-0.2333,1185128403.42,1698308456.605
930903.CSI,20250811,3660.5555,3630.2189,3667.0717,3630.2189,3624.7779,35.7776,0.987,1241950144.85,1813534439.439
930903.CSI,20250812,3672.8633,3661.0244,3673.0219,3649.9979,3660.5555,12.3078,0.3362,1219933229.16,1867657532.747
930903.CSI,20250813,3710.0204,3677.0107,3712.713,3677.0107,3672.8633,37.1571,1.0117,1383780527.46,2136771721.056
930903.CSI,20250814,3678.6971,3712.5431,3725.4554,3672.4221,3710.0204,-31.3233,-0.8443,1488085330.93,2261370204.454
930903.CSI,20250815,3730.6207,3670.449,3734.5992,3670.449,3678.6971,51.9236,1.4115,1452846402.31,2229790986.485
930903.CSI,20250818,3782.0798,3749.1103,3803.0087,3740.5764,3730.6207,51.4591,1.3794,1755184015.71,2755994866.658
930903.CSI,20250819,3780.1607,3782.6042,3804.2384,3769.6876,3782.0798,-1.9191,-0.0507,1623020491.26,2590928849.18
930903.CSI,20250820,3816.6402,3765.0075,3816.6858,3750.9845,3780.1607,36.4795,0.965,1552739193.99,2402686830.15
930903.CSI,20250821,3811.6231,3825.0409,3837.7959,3795.2706,3816.6402,-5.0171,-0.1315,1581293620.29,2412610532.416
930903.CSI,20250822,3874.3313,3810.4663,3874.3313,3810.4663,3811.6231,62.7082,1.6452,1565215526.54,2535027931.828
930903.CSI,20250825,3944.2069,3904.5589,3949.4326,3896.252,3874.3313,69.8756,1.8036,1925457294.86,3123360322.799
930903.CSI,20250826,3939.9809,3931.7261,3962.8565,3919.4416,3944.2069,-4.226,-0.1071,1673259085.7,2661848298.754
930903.CSI,20250827,3870.7362,3943.7322,3977.5368,3870.7362,3939.9809,-69.2447,-1.7575,1963663438.79,3141152476.092
930903.CSI,20250828,3931.4993,3865.1003,3931.8253,3824.639,3870.7362,60.7631,1.5698,1815204317.58,2947506448.164
930903.CSI,20250829,3945.3481,3930.7484,3966.1882,3918.8101,3931.4993,13.8488,0.3523,1613995487.13,2784366209.216
930903.CSI,20250901,3976.8092,3962.8821,3977.2959,3941.3937,3945.3481,31.4611,0.7974,1630185216.85,2735830255.126
930903.CSI,20250902,3918.2481,3976.0474,3977.0828,3887.8248,3976.8092,-58.5611,-1.4726,1732265697.97,2867905283.047
930903.CSI,20250903,3871.0467,3928.6861,3934.4478,3853.4551,3918.2481,-47.2014,-1.2047,1481039599.59,2356141876.247
930903.CSI,20250904,3792.9708,3874.8316,3883.8493,3748.3071,3871.0467,-78.0759,-2.0169,1591598998.12,2542361609.718
930903.CSI,20250905,3889.7538,3795.7444,3892.0707,3779.6005,3792.9708,96.783,2.5516,1432903629.38,2310131106.954
930903.CSI,20250908,3916.3801,3896.6269,3920.8793,3878.7197,3889.7538,26.6263,0.6845,1468845696.96,2424670773.201
930903.CSI,20250909,3881.0171,3901.5367,3917.5168,3862.9449,3916.3801,-35.363,-0.903,1341641884.47,2116810135.341
930903.CSI,20250910,3888.9426,3877.9658,3906.1314,3859.6934,3881.0171,7.9255,0.2042,1230493734.89,1969521458.653
930903.CSI,20250911,3977.0885,3883.1392,3977.0885,3864.506,3888.9426,88.1459,2.2666,1428203845.2,2425772861.556
930903.CSI,20250912,3970.1501,3975.4088,3999.1987,3962.8173,3977.0885,-6.9384,-0.1745,1546087030.97,2510425042.462
930903.CSI,20250915,3973.5643,3979.7935,3993.1093,3969.7913,3970.1501,3.4142,0.086,1426130839.39,2271108269.131
930903.CSI,20250916,3992.0213,3979.172,3995.0102,3946.2972,3973.5643,18.457,0.4645,1544715538.04,2334709582.791
930903.CSI,20250917,4018.6047,3988.3664,4023.4674,3980.0735,3992.0213,26.5834,0.6659,1494094458.94,2365710010.604
930903.CSI,20250918,3974.9973,4014.4945,4052.3542,3933.9708,4018.6047,-43.6074,-1.0851,1925263561.27,3124789845.915
930903.CSI,20250919,3962.703,3974.5365,3990.1501,3949.1471,3974.9973,-12.2943,-0.3093,1480739863.28,2312814987.672
930903.CSI,20250922,3982.6058,3970.3237,3982.9023,3947.1126,3962.703,19.9028,0.5023,1272620420.35,2111576383.502
930903.CSI,20250923,3957.5136,3990.6219,3992.0379,3893.2828,3982.6058,-25.0922,-0.63,1539359261.44,2478905476.441
930903.CSI,20250924,4012.3613,3936.713,4012.7509,3931.8784,3957.5136,54.8477,1.3859,1311991971.48,2312834917.8
930903.CSI,20250925,4018.647,4009.4386,4038.0841,4006.2582,4012.3613,6.2857,0.1567,1310424589.43,2350085205.634
930903.CSI,20250926,3970.4838,4003.0044,4018.5169,3970.4838,4018.647,-48.1632,-1.1985,1225543542.75,2128109464.6
930903.CSI,20250929,4025.3646,3975.4158,4040.8164,3961.3744,3970.4838,54.8808,1.3822,1264911273.26,2144870261.101
930903.CSI,20250930,4049.5652,4036.0767,4056.6978,4031.5977,4025.3646,24.2006,0.6012,1210328872.0,2161477876.418
930903.CSI,20251009,4103.0855,4071.6269,4113.0268,4061.5399,4049.5652,53.5203,1.3216,1501628702.46,2633396808.334
930903.CSI,20251010,4036.3832,4081.1764,4089.1938,4024.1345,4103.0855,-66.7023,-1.6257,1480394882.5,2498970880.861
930903.CSI,20251013,4021.6283,3903.7662,4028.4547,3903.7662,4036.3832,-14.7549,-0.3655,1432561170.28,2340338823.424
930903.CSI,20251014,3957.9851,4053.6073,4064.6405,3942.6179,4021.6283,-63.6432,-1.5825,1563129872.26,2562051077.296
930903.CSI,20251015,4016.8473,3962.8603,4017.4,3940.0104,3957.9851,58.8622,1.4872,1292897367.71,2062277680.45
930903.CSI,20251016,3998.6983,4003.8108,4028.506,3985.8735,4016.8473,-18.149,-0.4518,1205965882.9,1918340139.828
930903.CSI,20251017,3896.6236,3994.0269,4004.3886,3893.1374,3998.6983,-102.0747,-2.5527,1259985583.53,1918807953.689
930903.CSI,20251020,3927.121,3936.1287,3951.3686,3908.0273,3896.6236,30.4974,0.7827,1111124517.41,1721797951.863
930903.CSI,20251021,3990.3839,3939.8502,3992.3802,3932.4658,3927.121,63.2629,1.6109,1215761264.09,1862833347.964
930903.CSI,20251022,3974.0971,3966.3628,3989.6548,3957.5003,3990.3839,-16.2868,-0.4082,1115243074.19,1654505767.984
930903.CSI,20251023,3979.4179,3962.7989,3984.0642,3922.9298,3974.0971,5.3208,0.1339,1154387426.78,1623206715.292
930903.CSI,20251024,4027.2361,3993.8663,4027.2361,3993.8663,3979.4179,47.8182,1.2016,1196938745.85,1950681462.119
930903.CSI,20251027,4075.922,4060.7579,4079.8644,4045.668,4027.2361,48.6859,1.2089,1336885332.68,2312475445.132
930903.CSI,20251028,4062.3629,4060.4608,4093.2577,4047.9638,4075.922,-13.5591,-0.3327,1234101749.78,2120437128.788
930903.CSI,20251029,4109.6134,4066.5014,4109.6134,4061.8765,4062.3629,47.2505,1.1631,1321814761.29,2243545268.986
930903.CSI,20251030,4066.5007,4100.2155,4109.3581,4062.9234,4109.6134,-43.1127,-1.0491,1425069032.02,2418215583.922
930903.CSI,20251031,4044.6095,4063.2297,4086.765,4044.4888,4066.5007,-21.8912,-0.5383,1401759358.56,2311920362.169
930903.CSI,20251103,4059.7703,4044.5292,4059.9939,4005.2708,4044.6095,15.1608,0.3748,1336133421.17,2097464927.035
930903.CSI,20251104,4017.9763,4053.9623,4059.5658,3994.578,4059.7703,-41.794,-1.0295,1272066424.07,1900373766.169
930903.CSI,20251105,4031.8154,3966.061,4045.1125,3965.7996,4017.9763,13.8391,0.3444,1294126281.91,1855858722.537
930903.CSI,20251106,4080.2453,4041.3583,4082.3801,4041.3583,4031.8154,48.4299,1.2012,1315273496.56,2038065822.793
930903.CSI,20251107,4069.7958,4063.5678,4089.2799,4054.4605,4080.2453,-10.4495,-0.2561,1274373224.99,1982140755.501
930903.CSI,20251110,4085.6831,4081.0057,4088.6854,4058.072,4069.7958,15.8873,0.3904,1368035664.78,2159886555.87
930903.CSI,20251111,4064.5226,4095.4415,4097.8979,4059.7112,4085.6831,-21.1605,-0.5179,1290971916.3,1978947234.459
930903.CSI,20251112,4047.843,4054.722,4069.5131,4020.7163,4064.5226,-16.6796,-0.4104,1286879085.3,1921214766.113
930903.CSI,20251113,4100.963,4046.1833,4101.3961,4046.027,4047.843,53.12,1.3123,1331448971.17,2022677332.805
930903.CSI,20251114,4048.9109,4067.6266,4095.0391,4048.9109,4100.963,-52.0521,-1.2693,1360430705.5,1938042990.372
930903.CSI,20251117,4043.8419,4047.891,4055.4274,4026.7943,4048.9109,-5.069,-0.1252,1306098372.59,1889009755.012
930903.CSI,20251118,4005.9288,4033.8923,4041.184,3989.9564,4043.8419,-37.9131,-0.9376,1347701265.31,1902794644.56
930903.CSI,20251119,3994.5016,4002.6835,4017.7696,3975.792,4005.9288,-11.4272,-0.2853,1189633881.62,1701077142.011
930903.CSI,20251120,3968.5651,4018.832,4022.3056,3965.9743,3994.5016,-25.9365,-0.6493,1175862865.1,1684643202.737
930903.CSI,20251121,3843.7287,3917.787,3935.1898,3843.7287,3968.5651,-124.8364,-3.1456,1410826407.26,1943948782.275
930903.CSI,20251124,3866.5478,3863.114,3883.7135,3830.9771,3843.7287,22.8191,0.5937,1169541617.15,1711019491.832
930903.CSI,20251125,3913.443,3888.8693,3936.948,3886.0902,3866.5478,46.8952,1.2128,1152788530.88,1789279552.506
930903.CSI,20251126,3922.8497,3910.8987,3946.0255,3906.6739,3913.443,9.4067,0.2404,1120440193.33,1762721438.754
930903.CSI,20251127,3922.6919,3923.4695,3959.2297,3918.8089,3922.8497,-0.1578,-0.004,1058844997.27,1688530513.775
930903.CSI,20251128,3952.4498,3920.0794,3952.498,3909.0635,3922.6919,29.7579,0.7586,1040663078.11,1568955178.31
930903.CSI,20251201,3989.8649,3963.6618,3990.0489,3959.9834,3952.4498,37.4151,0.9466,1207859008.7,1856496987.149
930903.CSI,20251202,3964.5683,3983.1263,3983.1263,3954.9568,3989.8649,-25.2966,-0.634,1074669332.37,1575228760.645
930903.CSI,20251203,3936.8478,3965.0966,3974.6976,3927.3515,3964.5683,-27.7205,-0.6992,1151146392.9,1642960824.864
930903.CSI,20251204,3937.4454,3937.4739,3952.6667,3911.234,3936.8478,0.5976,0.0152,1055844333.18,1528544213.754
930903.CSI,20251205,3982.7835,3936.5599,3985.8307,3920.6651,3937.4454,45.3381,1.1515,1149645770.49,1692921101.374
930903.CSI,20251208,4023.3709,3992.7757,4036.8692,3992.7757,3982.7835,40.5874,1.0191,1255910266.72,2014557062.658
930903.CSI,20251209,4000.7072,4012.9332,4027.9091,3992.7662,4023.3709,-22.6637,-0.5633,1189411384.11,1880182792.817
930903.CSI,20251210,4005.3916,3992.4906,4011.7696,3969.0722,4000.7072,4.6844,0.1171,1153862837.7,1747808960.353
930903.CSI,20251211,3961.1035,4011.319,4013.214,3959.6285,4005.3916,-44.2881,-1.1057,1215159763.95,1833403401.343
930903.CSI,20251212,3990.5937,3963.6252,3997.2273,3951.1714,3961.1035,29.4902,0.7445,1257737798.67,2071606221.771
930903.CSI,20251215,3965.3386,3966.015,4000.7506,3964.4835,3990.5937,-25.2551,-0.6329,1114166228.68,1758199885.068
930903.CSI,20251216,3907.9736,3958.3143,3959.9832,3892.6984,3965.3386,-57.365,-1.4467,1160653124.17,1711530486.217
930903.CSI,20251217,3968.7055,3907.4413,3977.5197,3897.8592,3907.9736,60.7319,1.5541,1150524535.88,1791265416.669
930903.CSI,20251218,3953.2037,3945.9458,3979.6619,3944.9001,3968.7055,-15.5018,-0.3906,1036474547.97,1640313742.02
930903.CSI,20251219,3983.8692,3962.8927,3995.0371,3957.9935,3953.2037,30.6655,0.7757,1157429910.38,1711516973.893
930903.CSI,20251222,4023.7642,4000.4626,4030.164,4000.4626,3983.8692,39.895,1.0014,1160534604.87,1847902986.262
930903.CSI,20251223,4021.1308,4025.4454,4043.1589,4008.3595,4023.7642,-2.6334,-0.0654,1181882289.84,1882839852.611
930903.CSI,20251224,4056.8168,4021.3038,4060.5147,4015.5189,4021.1308,35.686,0.8875,1098660861.93,1857831810.834
930903.CSI,20251225,4080.9368,4054.1288,4087.2882,4050.0148,4056.8168,24.12,0.5946,1113880551.31,1908312018.145
930903.CSI,20251226,4094.72,4081.4979,4111.3952,4069.414,4080.9368,13.7832,0.3377,1278335974.78,2143596992.742
930903.CSI,20251229,4083.008,4095.6075,4107.3079,4072.8273,4094.72,-11.712,-0.286,1261327771.62,2124800952.973
930903.CSI,20251230,4088.5136,4062.9415,4104.9171,4062.6557,4083.008,5.5056,0.1348,1223524661.14,2120328903.911
930903.CSI,20251231,4081.522,4094.6376,4096.1765,4071.5164,4088.5136,-6.9916,-0.171,1187068934.52,2023978065.607
930903.CSI,20260105,4162.5372,4106.96,4162.5372,4106.96,4081.522,81.0152,1.9849,1409715232.19,2522431475.354
930903.CSI,20260106,4228.5687,4165.5121,4228.5687,4165.3084,4162.5372,66.0315,1.5863,1616672672.4,2787041937.256
930903.CSI,20260107,4236.3573,4234.7871,4253.4961,4214.8015,4228.5687,7.7886,0.1842,1578766625.18,2831445954.016
930903.CSI,20260108,4238.5698,4224.1944,4251.5656,4217.5807,4236.3573,2.2125,0.0522,1567613920.72,2776860791.295
930903.CSI,20260109,4288.616,4234.9912,4290.4503,4234.9912,4238.5698,50.0462,1.1807,1722149371.16,3103010081.071
930903.CSI,20260112,4363.0835,4312.8515,4368.2548,4295.6047,4288.616,74.4675,1.7364,1971868609.23,3590887601.45
930903.CSI,20260113,4312.1527,4372.5666,4372.6532,4298.1657,4363.0835,-50.9308,-1.1673,2048023232.71,3646166837.215
930903.CSI,20260114,4325.2346,4315.1874,4395.0184,4285.6388,4312.1527,13.0819,0.3034,2247403694.9,3933291107.37
930903.CSI,20260115,4317.9335,4298.3776,4334.8966,4286.5558,4325.2346,-7.3011,-0.1688,1634780299.38,2890341555.921
930903.CSI,20260116,4308.6299,4335.2707,4349.6888,4301.0571,4317.9335,-9.3036,-0.2155,1645765586.59,3000757784.319
930903.CSI,20260119,4326.2224,4294.9749,4340.3864,4294.7462,4308.6299,17.5925,0.4083,1499711643.16,2681878979.533
930903.CSI,20260120,4301.0027,4329.866,4339.9228,4265.8522,4326.2224,-25.2197,-0.5829,1596276772.94,2754799406.357
930903.CSI,20260121,4324.7048,4285.3823,4340.8686,4285.3823,4301.0027,23.7021,0.5511,1441557536.41,2576160334.616
930903.CSI,20260122,4343.9384,4338.0791,4350.8753,4322.0066,4324.7048,19.2336,0.4447,1513518271.84,2671386938.105
930903.CSI,20260123,4384.2694,4353.9113,4387.8343,4351.195,4343.9384,40.331,0.9284,1744781569.07,3073781055.034
930903.CSI,20260126,4355.2292,4398.5817,4408.0761,4341.2813,4384.2694,-29.0402,-0.6624,1887082257.44,3232147690.359
930903.CSI,20260127,4361.2837,4342.905,4377.9572,4295.1186,4355.2292,6.0545,0.139,1642726276.46,2877630030.619
930903.CSI,20260128,4366.8046,4371.2402,4383.7816,4346.4125,4361.2837,5.5209,0.1266,1684479087.3,2947611672.264
930903.CSI,20260129,4358.6628,4366.2752,4381.4645,4345.6596,4366.8046,-8.1418,-0.1864,1878888662.91,3211608384.567
930903.CSI,20260130,4317.214,4326.7784,4347.0464,4244.2881,4358.6628,-41.4488,-0.951,1686146545.72,2819248181.374
930903.CSI,20260202,4199.307,4280.1521,4306.9867,4198.1023,4317.214,-117.907,-2.7311,1523340988.49,2569376473.7
930903.CSI,20260203,4288.5124,4241.5835,4289.2781,4202.7181,4199.307,89.2054,2.1243,1403329515.74,2527942438.926
930903.CSI,20260204,4307.5935,4278.4055,4310.787,4258.4189,4288.5124,19.0811,0.4449,1471096831.1,2468032260.324
930903.CSI,20260205,4259.6854,4269.618,4286.4905,4237.1171,4307.5935,-47.9081,-1.1122,1303419819.62,2158974161.594
930903.CSI,20260206,4249.9212,4217.3881,4288.8417,4202.0358,4259.6854,-9.7642,-0.2292,1269219354.82,2131641238.156
930903.CSI,20260209,4330.497,4305.0514,4330.9319,4293.9157,4249.9212,80.5758,1.8959,1283912029.6,2237581294.343
930903.CSI,20260210,4333.2003,4332.7742,4342.4392,4316.8158,4330.497,2.7033,0.0624,1237397619.03,2085472795.082
930903.CSI,20260211,4326.2392,4326.7007,4343.907,4325.8701,4333.2003,-6.9611,-0.1606,1159987646.21,1967141326.402
930903.CSI,20260212,4345.1192,4332.1201,4351.7888,4322.6034,4326.2392,18.88,0.4364,1208142998.14,2127526074.513
930903.CSI,20260213,4295.2489,4322.8503,4343.6902,4292.7141,4345.1192,-49.8703,-1.1477,1122404585.82,1968521838.897
930903.CSI,20260224,4341.5635,4351.7618,4360.7259,4319.8279,4295.2489,46.3146,1.0783,1262026983.34,2185215615.385
930903.CSI,20260225,4386.609,4349.0551,4398.4088,4347.0476,4341.5635,45.0455,1.0375,1498184400.14,2441338418.686
930903.CSI,20260226,4395.5484,4393.1542,4401.2109,4372.13,4386.609,8.9394,0.2038,1422690561.97,2514796600.1
930903.CSI,20260227,4412.5703,4368.717,4413.9445,4368.023,4395.5484,17.0219,0.3873,1441226560.25,2465696359.054
930903.CSI,20260302,4396.5815,4372.8673,4410.366,4347.5883,4412.5703,-15.9888,-0.3623,1774391687.92,3000565976.161
930903.CSI,20260303,4267.139,4403.3384,4408.1526,4262.0801,4396.5815,-129.4425,-2.9442,1870396217.36,3110044777.079
930903.CSI,20260304,4236.2727,4216.162,4283.4863,4214.047,4267.139,-30.8663,-0.7233,1490017797.73,2353354836.867
930903.CSI,20260305,4281.7925,4295.8223,4306.7701,4260.6229,4236.2727,45.5198,1.0745,1433214267.63,2373833442.811
930903.CSI,20260306,4311.6719,4259.2215,4318.0013,4258.2388,4281.7925,29.8794,0.6978,1356429841.31,2181733569.988
930903.CSI,20260309,4275.0659,4251.4471,4286.2176,4189.3077,4311.6719,-36.606,-0.849,1613508898.0,2628356227.294
930903.CSI,20260310,4341.5679,4306.4535,4342.4267,4306.4535,4275.0659,66.502,1.5556,1392477621.95,2376051612.036
930903.CSI,20260311,4352.8815,4346.9554,4364.2617,4339.0001,4341.5679,11.3136,0.2606,1456570534.0,2484694184.4
930903.CSI,20260312,4329.6665,4349.2011,4356.6017,4298.7568,4352.8815,-23.215,-0.5333,1531376192.36,2416743329.227
930903.CSI,20260313,4288.6826,4311.3374,4341.3255,4279.1298,4329.6665,-40.9839,-0.9466,1538350998.76,2370919853.888
930903.CSI,20260316,4286.2026,4286.5409,4290.6531,4232.7335,4288.6826,-2.48,-0.0578,1463418539.33,2300705735.81
930903.CSI,20260317,4219.2752,4295.7135,4307.1175,4219.2622,4286.2026,-66.9274,-1.5615,1401396928.08,2172637075.596
930903.CSI,20260318,4253.1347,4231.5522,4256.3023,4192.496,4219.2752,33.8595,0.8025,1262985747.78,2008950649.099
930903.CSI,20260319,4163.1136,4203.0805,4214.4969,4148.721,4253.1347,-90.0211,-2.1166,1322777771.92,2083065833.273
930903.CSI,20260320,4112.2681,4180.5943,4197.4007,4110.625,4163.1136,-50.8455,-1.2213,1369613827.09,2255479223.963
930903.CSI,20260323,3944.9285,4041.864,4070.7561,3923.6108,4112.2681,-167.3396,-4.0693,1624126874.98,2400531321.444
930903.CSI,20260324,4028.1112,3999.529,4028.1112,3926.4414,3944.9285,83.1827,2.1086,1380835116.43,2051635518.5
930903.CSI,20260325,4100.6509,4055.9293,4106.0676,4055.9293,4028.1112,72.5397,1.8008,1380821662.29,2146496808.228
930903.CSI,20260326,4040.9121,4092.1918,4107.9004,4030.5809,4100.6509,-59.7388,-1.4568,1258358656.55,1917165817.576
930903.CSI,20260327,4082.7108,3991.705,4099.5791,3990.9787,4040.9121,41.7987,1.0344,1162649944.82,1828382923.528
930903.CSI,20260330,4084.6414,4041.8508,4086.4754,4023.8476,4082.7108,1.9306,0.0473,1224533341.27,1893147553.211
930903.CSI,20260331,4027.6363,4079.8891,4107.619,4027.6363,4084.6414,-57.0051,-1.3956,1243095857.05,1965362390.151
930903.CSI,20260401,4100.011,4096.4013,4107.3456,4069.9645,4027.6363,72.3747,1.797,1194886332.48,1986604900.211
930903.CSI,20260402,4040.7531,4087.5114,4095.757,4020.3548,4100.011,-59.2579,-1.4453,1159845953.84,1824085304.284
930903.CSI,20260403,3993.1385,4054.538,4056.7058,3988.2219,4040.7531,-47.6146,-1.1784,1058716563.42,1636756166.355
930903.CSI,20260407,4014.7926,4001.0588,4029.8988,3992.1445,3993.1385,21.6541,0.5423,997284231.01,1596301964.399
930903.CSI,20260408,4178.2104,4091.38,4178.2104,4091.0138,4014.7926,163.4178,4.0704,1371440266.37,2408566404.011
930903.CSI,20260409,4150.4987,4143.9482,4166.915,4135.769,4178.2104,-27.7117,-0.6632,1176031419.24,2112144233.039
930903.CSI,20260410,4198.6667,4178.4655,4224.4996,4175.8675,4150.4987,48.168,1.1605,1194460540.76,2297114738.362
930903.CSI,20260413,4207.918,4176.5697,4213.7059,4176.5697,4198.6667,9.2513,0.2203,1144862274.53,2118895085.76
930903.CSI,20260414,4261.3767,4237.4386,4261.3768,4216.9042,4207.918,53.4587,1.2704,1225434496.22,2349888363.951
930903.CSI,20260415,4242.6475,4283.8346,4284.961,4231.2455,4261.3767,-18.7292,-0.4395,1240590076.43,2377654482.703
930903.CSI,20260416,4301.8007,4250.5326,4304.325,4245.6078,4242.6475,59.1532,1.3943,1206283776.63,2298999551.029
930903.CSI,20260417,4312.0827,4293.5774,4320.7968,4286.8159,4301.8007,10.282,0.239,1224591460.93,2396205760.309
930903.CSI,20260420,4343.6363,4312.6303,4347.5717,4309.5939,4312.0827,31.5536,0.7317,1294221425.53,2552881167.509
930903.CSI,20260421,4342.0128,4333.2418,4345.6252,4302.5944,4343.6363,-1.6235,-0.0374,1251573581.0,2361733325.65
930903.CSI,20260422,4382.7931,4324.0502,4383.5626,4324.0502,4342.0128,40.7803,0.9392,1258050178.85,2523095203.439
930903.CSI,20260423,4345.1994,4390.967,4394.3044,4318.1672,4382.7931,-37.5937,-0.8578,1405314025.48,2764953523.941
930903.CSI,20260424,4323.2163,4326.1035,4344.6222,4294.4904,4345.1994,-21.9831,-0.5059,1289480553.36,2591355886.712
930903.CSI,20260427,4340.7035,4322.2966,4350.8663,4307.6087,4323.2163,17.4872,0.4045,1274037269.17,2543428279.91
930903.CSI,20260428,4306.5665,4326.6061,4334.0879,4291.1139,4340.7035,-34.137,-0.7864,1298900679.46,2492740571.708
930903.CSI,20260429,4362.9546,4282.8694,4369.5495,4282.6976,4306.5665,56.3881,1.3094,1329697138.55,2550537978.989
930903.CSI,20260430,4371.955,4367.4581,4381.4006,4356.8819,4362.9546,9.0004,0.2063,1370163340.75,2695255955.211
930903.CSI,20260506,4456.9754,4415.0806,4470.9704,4412.04,4371.955,85.0204,1.9447,1501034074.37,3170660077.273
930903.CSI,20260507,4503.9496,4473.6983,4504.4637,4460.7091,4456.9754,46.9742,1.0539,1505926967.2,3094266585.82
930903.CSI,20260508,4503.445,4477.6351,4509.1305,4472.5928,4503.9496,-0.5046,-0.0112,1496757426.7,2993425008.892
